級別	字詞	中文釋義
中高級	tar	[動詞] 塗焦油於;玷污;污辱; [名詞] 柏油;瀝青; 水手
中高級	tardy	[形容詞] 遲延的;遲到的
初級	target	[動詞] 把...作為目標(或對象); [名詞] 目標
中高級	tariff	[名詞] 關稅;稅率
中高級	tart	[名詞] 水果餡餅;水果蛋糕
初級	task	[名詞] 任務;工作
初級	taste	[動詞] 嘗; [名詞] 味道,滋味;體驗;風雅;得體;興趣
中高級	tasteful	[形容詞] 有鑑賞力的;高雅的
中高級	tasteless	[形容詞] 沒味道的;無審美力的
中級	tasty	[形容詞] 高雅的;大方的
中高級	tattoo	[名詞] 紋身花紋;刺花
中高級	taunt	[動詞] 辱罵;嘲笑;奚落; [名詞] 辱罵;嘲笑;被嘲笑的人
中高級	tavern	[名詞] 小酒館;小客棧
中級	tax	[動詞] 向...課稅; [名詞] 稅;稅金
中高級	taxation	[名詞] 課稅;徵稅;稅收
中高級	tax-free	[形容詞] 免稅的;不付稅的
初級	taxi	[名詞] 計程車
中高級	taxpayer	[名詞] 納稅人
初級	tea	[名詞] 茶
初級	teach	[動詞] 教
初級	teacher	[名詞] 老師
初級	Teacher's Day	[片語] 教師節
初級	team	[名詞] 隊
中高級	teamwork	[名詞] 聯合作業;協力
初級	teapot	[名詞] 茶壺
初級	tear	[動詞] 撕; [名詞] 眼淚
中級	tease	[動詞] 逗弄;取笑;向...強求; [名詞] 戲弄;賣弄風騷的女孩
中高級	teaspoon	[名詞] 茶匙;一茶匙的量
中級	technical	[形容詞] 專門的,技術性的
中級	technician	[名詞] 技術人員,技師
中級	technique	[名詞] 技巧;技術
中級	technological	[形容詞] 技術(學)的,工藝(學)的
中級	technology	[名詞] 工藝學;工藝
中高級	tedious	[形容詞] 冗長乏味的;使人厭煩的
中級	teen	[形容詞] 十幾歲的; [名詞] 青少年
中級	teenage	[形容詞] 十幾歲的
初級	teenager	[名詞] 十幾歲孩子
中高級	teens	[名詞] 青少年(指13至19歲);13-19
中高級	telecommunications	[名詞] 通訊
中級	telegram	[名詞] 電報
中級	telegraph	[動詞] 用電報發送;電匯;電購; [名詞] 電報,電信
初級	telephone	[動詞] 打電話,通電話; [名詞] 電話
中級	telescope	[名詞] 望遠鏡
中級	televise	[動詞] 電視播送
初級	television	[名詞] 電視
初級	tell	[動詞] 告訴
中高級	teller	[名詞] 敘述者;(銀行)出納員
中級	temper	[動詞] 鍛鍊; [名詞] 情緒;脾氣;暴躁
中高級	temperament	[名詞] 氣質;性情
初級	temperature	[名詞] 溫度
中高級	tempest	[名詞] 暴風雨;暴風雪;騷動
初級	temple	[名詞] 廟宇;神殿
中高級	tempo	[名詞] 速度;拍子
中級	temporary	[形容詞] 臨時的;暫時的
中高級	tempt	[動詞] 引誘;誘惑
中高級	temptation	[名詞] 引誘;誘惑;誘惑物
中高級	tempted	[形容詞] 有興趣的;很想要做的
初級	ten	[形容詞] 十的; [名詞] 十
中級	tenant	[名詞] 房客
中級	tend	[動詞] 走向;趨向;照料
中級	tendency	[名詞] 傾向;癖性
中級	tender	[形容詞] 溫柔的
初級	tennis	[名詞] 網球
中級	tense	[形容詞] 繃緊的; [動詞] 使拉緊,使繃緊
中級	tension	[名詞] 緊張;張力
初級	tent	[名詞] 帳篷
中高級	tentative	[形容詞] 試驗性的;暫時性的;猶豫的
初級	term	[動詞] 把...稱為,把...叫做; [名詞] 術語;學期
中級	terminal	[形容詞] 末端的;終點的; [名詞] 終端機;接頭
中高級	terminate	[動詞] 使結束;使終止;解雇
中高級	termination	[名詞] 結束;終止
中高級	terminology	[名詞] (總稱)術語;專門用語
中高級	termite	[名詞] 白蟻
中高級	terrace	[名詞] 大陽臺;露天階梯看臺;梯田
中高級	terrain	[名詞] 地域;地形
中高級	terrestrial	[形容詞] 地球的;陸地的;陸生的
初級	terrible	[形容詞] 可怕的
初級	terrific	[形容詞] 非常好的;可怕的
中級	terrify	[動詞] 使害怕;使恐怖
中高級	territorial	[形容詞] 領土的;土地的; [名詞] (常大寫)地方自衛隊士兵
中級	territory	[名詞] 領土,版圖
中級	terror	[名詞] 恐怖,驚駭
中高級	terrorism	[名詞] 恐怖主義;恐怖行動
中高級	terrorist	[名詞] 恐怖主義者;恐怖分子
中高級	tertiary	[形容詞] 第三的;第三期的
初級	test	[動詞] 試驗;測驗; [名詞] 測驗;考試
中高級	testament	[名詞] 證據;信仰;(大寫)聖經舊約或新約
中高級	testify	[動詞] 作證;表明
中高級	testimony	[名詞] 證詞;聲明
中級	text	[名詞] 正文,本文
初級	textbook	[名詞] 教科書
中高級	textile	[名詞] 紡織品;紡織原料
中高級	textual	[形容詞] 原文的;本文的
中高級	texture	[名詞] (織物的)結構;質地;紋理;肌理
初級	than	[介系詞] 比; 超過; [連接詞] 比較
初級	thank	[動詞] 感謝; [名詞] 感謝;謝意;謝辭
中級	thankful	[形容詞] 感謝的,感激的
初級	Thanksgiving	[名詞] 感恩節
初級	that	[形容詞] 那;那個; [副詞] 那樣,那麼; [連接詞] 以致; [代名詞] 那人;那事
初級	that's	[縮短形] that is
初級	the	[冠詞] 這
初級	theater	[名詞] 戲院;劇院
中高級	theatrical	[形容詞] 劇場的;戲劇的;戲劇性的
中級	theft	[名詞] 偷竊,盜竊
初級	their	[代名詞] (所有格) 他們的
中級	theirs	[代名詞] (所有格) 他們的(東西)
初級	them	[代名詞] (受格) 他們
中級	theme	[名詞] 主題思想;題材
初級	themselves	[代名詞] (反身代名詞) 他(她,它)們自己
初級	then	[形容詞] 當時的; [副詞] 當時;之後;那麼
中高級	theoretical	[形容詞] 理論的;非應用的;假設的
中級	theory	[名詞] 學說;論說
中高級	therapist	[名詞] 治療技師或專家
中級	therapy	[名詞] 治療,療法
初級	there	[副詞] 在那裡; [代名詞] (用以介紹動詞在主詞之前的句子或子句)
中高級	thereafter	[副詞] 之後;以後
中高級	thereby	[副詞] 因此;由此
初級	therefore	[副詞] 因此
初級	there's	[縮短形] there is; there has
中高級	thermal	[形容詞] 熱量的;溫泉的;保暖的; [名詞] 上升暖氣流
中高級	thermometer	[名詞] 溫度計;寒暑錶
中高級	thermos	[名詞] 熱水瓶;保溫瓶
中高級	thesaurus	[名詞] (尤指同義詞等的)詞典
初級	these	[形容詞] 這些 (this 的複數); [代名詞] 這些
中高級	thesis	[名詞] 論題;畢業(或學位)論文
初級	they	[代名詞] 他們
初級	they'd	[縮短形] they would
初級	they'll	[縮短形] they will
初級	they're	[縮短形] they are
初級	they've	[縮短形] they have
初級	thick	[形容詞] 粗的;厚的
中高級	thicken	[動詞] 使變厚或濃;使(情節等)變複雜
中高級	thickness	[名詞] 厚度;濃度
初級	thief	[名詞] 小偷
中高級	thigh	[名詞] 股;大腿
初級	thin	[形容詞] 瘦的
初級	thing	[名詞] 事物;東西
初級	think	[動詞] 想
中級	thinking	[形容詞] 思想的;有理性的;好思考的; [名詞] 思想,思考;意見,想法
初級	third	[形容詞] 第三; [副詞] 第三名; [名詞] 第三;三分之一
中級	thirst	[動詞] 渴望; [名詞] 渴,口渴
初級	thirsty	[形容詞] 口渴的
初級	thirteen	[形容詞] 十三的; [名詞] 十三
初級	thirty	[形容詞] 三十的; [名詞] 三十
初級	this	[形容詞] 這; [副詞] 這麼,這樣地; [代名詞] 這個;這人;這事
中高級	thorn	[名詞] 刺;棘;惱人的事或人
中高級	thorny	[形容詞] 多刺的;有棘刺的;棘手的
中級	thorough	[形容詞] 徹底的;完全的
初級	those	[形容詞] 那些的;那; [代名詞] 那些
初級	though	[副詞] (一般放在句尾)然而,還是; [連接詞] 雖然
初級	thought	[名詞] 思想
中級	thoughtful	[形容詞] 考慮周到的
初級	thousand	[名詞] 千
中級	thread	[動詞] 穿(針,線等); [名詞] 線
中級	threat	[名詞] 威脅,恐嚇
中級	threaten	[動詞] 威脅,恐嚇
中級	threateningly	[副詞] 威脅地；脅迫地
初級	three	[形容詞] 三的; [名詞] 三
中高級	threshold	[名詞] 門檻;開端;起點
中高級	thrift	[名詞] 節儉;繁茂;互助儲蓄銀行
中高級	thrifty	[形容詞] 節儉的;茂盛的
中高級	thrill	[動詞] 使興奮;使激動;使毛骨悚然;顫抖; [名詞] 興奮;顫抖;引起激動的事物
中高級	thriller	[名詞] 恐怖小說(或電影等)
中高級	thrive	[動詞] 興旺;繁榮;茂盛生長
初級	throat	[名詞] 喉嚨
中高級	throb	[動詞] (心臟;脈搏等)跳動;抽動;抽痛; [名詞] 跳動;悸動;抽動;抽痛
中高級	throne	[名詞] 王座;神座;君權;帝王
中高級	throng	[動詞] 擠滿;湧入; [名詞] 人群;大群;群集
初級	through	[副詞] 穿過,通過;從頭至尾;(電話)接通; [介系詞] 經過
初級	throughout	[介系詞] 遍及
初級	throw	[動詞] 投;拋
中高級	thrust	[動詞] 用力推;刺;插; [名詞] 猛推;刺;驅動力
初級	thumb	[名詞] 拇指
初級	thunder	[動詞] 打雷;大聲斥責;威嚇; [名詞] 雷
中高級	thunderbolt	[名詞] 雷電;霹靂;大發雷霆
中高級	thunderous	[形容詞] 像打雷的;多雷的;強有力的
中級	thunderstorm	[名詞] 大雷雨
初級	Thursday	[名詞] 星期四
初級	thus	[副詞] 如此,這樣
中高級	tick	[動詞] 發滴答聲;責備; [名詞] (鐘;錶等的)滴答聲;蝨
初級	ticket	[名詞] 票;罰單
中級	tickle	[動詞] 使發癢;逗...笑
中級	tide	[名詞] 潮汐;潮水
初級	tidy	[形容詞] 整潔的; [動詞] 使整潔
初級	tie	[動詞] 綁;繫; [名詞] 結;領帶;平手
初級	tiger	[名詞] 老虎
中級	tight	[形容詞] 緊的; [副詞] 牢牢地
中級	tighten	[動詞] 變緊,繃緊
中高級	tile	[動詞] 鋪砌瓦(或瓷磚等); [名詞] 瓦;瓷磚;地磚;(麻將等的)牌
初級	till	[介系詞] 直到; [連接詞] 直到...為止
中高級	tilt	[動詞] 使傾斜;使翹起;偏向; [名詞] 傾斜;傾向
中級	timber	[名詞] 木材;樹林
初級	time	[動詞] 記錄...的時間;使合拍子; [名詞] 時間;次數
中高級	timeless	[形容詞] 不受時間影響的;永恆的
中高級	timely	[形容詞] 及時的;適時的
中高級	time-out	[名詞] (比賽)暫停;休息時間
中高級	timer	[名詞] 計時員;點火調節裝置;定時器
中級	timetable	[名詞] 時間表
中級	timid	[形容詞] 膽小的;羞怯的
中高級	timing	[名詞] 時間的選擇(或安排);計時
中級	tin	[名詞] 錫;罐頭
中高級	tinkle	[動詞] 發叮噹聲;發鈴鈴聲
中高級	tint	[名詞] 色彩;色調;濃淡
初級	tiny	[形容詞] 微小的
初級	tip	[動詞] 給小費;使傾斜; [名詞] 尖端;小費
中級	tiptoe	[動詞] 踮著腳; [名詞] 腳趾尖
中級	tire	[動詞] 疲勞; [名詞] 輪胎
初級	tired	[形容詞] 疲倦的
中級	tiresome	[形容詞] 令人厭倦的
中級	tiring	[形容詞] 累人的;令人疲倦的
中級	tissue	[名詞] 紙巾;面紙;(動植物的)組織[
初級	title	[名詞] 標題;頭銜
初級	to	[介系詞] 到;向
中高級	toad	[名詞] 蟾蜍;令人討厭的人
中高級	toady	[動詞] 諂媚;拍馬;奉承; [名詞] 諂媚者
初級	toast	[動詞] 烤;乾杯; [名詞] 烤麵包片
中級	tobacco	[名詞] 菸草;煙葉
初級	today	[副詞] 今天; [名詞] 今天
中高級	toddle	[動詞] (幼兒等)東倒西歪地走;溜躂
中高級	toddler	[名詞] 學步的小孩;蹣跚行走者
初級	toe	[名詞] 腳趾
初級	tofu	[名詞] 豆腐
初級	together	[形容詞] 情緒穩定的;時髦的; [副詞] 一同
中高級	toil	[動詞] 苦幹;艱難地行進; [名詞] 辛苦;勞累;苦工
初級	toilet	[名詞] 馬桶
中高級	token	[形容詞] 作為標誌的;象徵性的; [名詞] 標誌;象徵;代價券;籌碼
中級	tolerable	[形容詞] 可忍受的;可容忍的
中級	tolerance	[名詞] 寬容,寬大
中級	tolerant	[形容詞] 忍受的,容忍的
中級	tolerate	[動詞] 忍受;寬恕;容許
中高級	toll	[動詞] 徵收捐稅(或通行費等);敲鐘; [名詞] 通行費;長途電話費;傷亡人數;鐘聲
中高級	tollbooth	[名詞] 收費站;收費亭
中高級	tollway	[名詞] 收費公路
初級	tomato	[名詞] 番茄
中級	tomb	[名詞] 墓;墓碑
初級	tomorrow	[副詞] 明天; [名詞] 明天
中級	ton	[名詞] 噸
中級	tone	[動詞] 裝腔作勢地說;給...定調子; [名詞] 音色,音調;色調
初級	tongue	[名詞] 舌頭
中高級	tonic	[名詞] 補藥;生髮水;主音
初級	tonight	[副詞] 今夜;今晚; [名詞] 今夜;今晚
中高級	tonne	[名詞] 公噸
初級	too	[副詞] 也是;過於
初級	tool	[名詞] 工具
初級	tooth	[名詞] 牙齒
初級	toothache	[名詞] 牙痛
初級	toothbrush	[名詞] 牙刷
中級	toothpaste	[名詞] 牙膏
初級	top	[形容詞] 最高的; [動詞] 向高處升;達到頂點;高出;超越; [名詞] 頂部; 陀螺
初級	topic	[名詞] 論題;話題
中高級	topical	[形容詞] 主題的;話題的;局部的
中高級	topping	[形容詞] 第一流的;傑出的; [名詞] 醬飾;頂部
中高級	topple	[動詞] 使倒塌;推翻
中級	torch	[動詞] 如火炬般地燃燒; [名詞] 火炬,火把
中高級	torment	[動詞] 使痛苦;折磨;煩擾; [名詞] 痛苦;苦惱;折磨
中級	tornado	[名詞] 龍捲風
中高級	torrent	[名詞] 洪流;(話語的)連發;(感情的)狂潮
中級	tortoise	[名詞] 陸龜;龜,烏龜
中高級	torture	[動詞] 拷打;拷問;折磨; [名詞] 拷打;酷刑;折磨
中級	toss	[動詞] 拋,扔,投; [名詞] 擲幣賭勝負
初級	total	[形容詞] 總的; [動詞] 總計,合計; [名詞] 總額
初級	touch	[動詞] 觸摸; [名詞] 觸,碰;接觸;潤色;特長,才能;少許
中高級	touching	[形容詞] 動人的,感人的
中高級	touchy	[形容詞] 易怒的;敏感的;棘手的
中級	tough	[形容詞] 堅韌的,牢固的;頑固的;棘手的; [名詞] 暴徒,惡棍
初級	tour	[動詞] 帶...作巡迴演出; [名詞] 旅行
中級	tourism	[名詞] 旅遊,觀光
中級	tourist	[名詞] 旅遊者,觀光者
中高級	tournament	[名詞] 比賽;錦標賽
中級	tow	[動詞] 拖,拉;牽引; [名詞] 拖,拉;牽引;拖輪;拖曳車
初級	toward	[介系詞] 向;對
初級	towel	[名詞] 毛巾
初級	tower	[名詞] 塔
初級	town	[名詞] 城市
中高級	township	[名詞] 小鎮;村;鎮區
中高級	toxic	[形容詞] 毒(性)的;有毒的
初級	toy	[名詞] 玩具
初級	trace	[動詞] 追蹤;描繪; [名詞] 蹤跡
初級	track	[動詞] 跟蹤;沿著(道路)走; [名詞] 行蹤;軌道
中高級	tract	[名詞] 大片土地;廣闊;束;住房開發區
中高級	tractor	[名詞] 牽引機;拖拉機
初級	trade	[動詞] 交換; 做買賣,進行交易; [名詞] 貿易
中高級	trade-in	[名詞] 折價物;折價貼換交易;折合價
中級	trademark	[名詞] 商標
中高級	trade-off	[名詞] 交換;交易
中級	trader	[名詞] 商人;交易人
初級	tradition	[名詞] 傳統
初級	traditional	[形容詞] 傳統的
初級	traffic	[名詞] 交通
中級	tragedy	[名詞] 悲劇
中級	tragic	[形容詞] 悲慘的,不幸的
中級	trail	[動詞] 拖,曳; [名詞] 拖曳物,尾部
中高級	trailer	[名詞] 掛車;追蹤者;電影預告片
初級	train	[動詞] 訓練,培養;瞄準; 接受訓練,鍛鍊; [名詞] 火車
中高級	trainee	[名詞] 練習生;新兵;受訓者
中級	training	[名詞] 訓練;鍛鍊
中高級	trait	[名詞] 特徵;特點;特性;少許
中高級	traitor	[名詞] 叛徒;賣國賊;背叛者
中高級	traitorous	[形容詞] 叛逆的;背信棄義的
中高級	tramp	[動詞] 腳步沈重地行走;踐踏;流浪; [名詞] 沈重的腳步聲;流浪;流浪者;蕩婦
中高級	trample	[動詞] 踩;踐踏;蔑視; [名詞] 踐踏;蹂躪;踐踏聲
中高級	tranquil	[形容詞] 平靜的;安靜的;安寧的
中高級	tranquilize	[動詞] (使)平靜;(使)鎮定
中高級	tranquilizer	[名詞] 鎮定劑;精神安定劑
中高級	transaction	[名詞] 辦理;處置;執行;交易
中高級	transcend	[動詞] 超越;優於
中高級	transcendent	[形容詞] 卓越的;超越宇宙的
中高級	transcribe	[動詞] 抄寫;謄寫
中高級	transcript	[名詞] 抄本;謄本;成績報告單
中高級	transcription	[名詞] 抄寫;謄寫;副本
中級	transfer	[動詞] 轉換;調動; [名詞] 移交;轉讓
中級	transform	[動詞] 使改變;使轉化
中高級	transformation	[名詞] 變化;轉變;變形;變質
中高級	transformer	[名詞] 促使變化的(人物);變壓器
中高級	transient	[形容詞] 短暫的;路過的; [名詞] 過往旅客;候鳥;瞬變電流或現象
中高級	transistor	[名詞] 電晶體
中高級	transit	[動詞] 通過;運送過; [名詞] 運輸;通過;公共交通系統;轉變
中高級	transition	[名詞] 過渡;過渡時期;轉變
中級	translate	[動詞] 翻譯
中級	translation	[名詞] 譯文;譯本
中級	translator	[名詞] 譯者
中高級	transmission	[名詞] 傳送;傳染;傳播;變速器;播送
中高級	transmit	[動詞] 傳送;傳達;發射;播送;傳染
中高級	transparency	[名詞] 透明度;透明的東西;幻燈片
中高級	transparent	[形容詞] 透明的;一目了然的;易懂的
中級	transplant	[動詞] 移植;移種; [名詞] 移植
中級	transport	[動詞] 運送,運輸; [名詞] 交通工具
中級	transportation	[名詞] 運輸;輸送;交通車輛
初級	trap	[動詞] 設陷阱; [名詞] 陷阱;圈套
初級	trash	[動詞] 修剪(樹等)的枯枝殘葉;丟棄; [名詞] 垃圾
中高級	trauma	[名詞] 外傷;傷口;(感情方面的)創傷
中高級	traumatic	[形容詞] 外傷的;外傷用的;創傷性)的
初級	travel	[動詞] 旅行; [名詞] 旅行
中級	traveler	[名詞] 旅客;遊客
中級	traveling	[形容詞] 旅行的;活動的
中高級	traverse	[動詞] 橫越;交叉; [名詞] 橫越;橫斷物;橫樑;通廊
中級	tray	[名詞] 盤子,托盤
中高級	treacherous	[形容詞] 背叛的;奸詐的;危險的
中高級	tread	[動詞] 踩;踏;步行; [名詞] 踩;踏;樓梯踏板;輪胎面;鞋底
中高級	treason	[名詞] 叛國罪;謀反罪;叛國;背叛
初級	treasure	[動詞] 珍愛; [名詞] 財寶
中高級	treasury	[名詞] 金庫;庫房;國庫;寶庫
初級	treat	[動詞] 對待;治療; [名詞] 款待
初級	treatment	[名詞] 對待;待遇;治療法
中級	treaty	[名詞] 條約,協定
初級	tree	[名詞] 樹木
中高級	trek	[動詞] 艱苦跋涉或移居; [名詞] (長途而辛苦的)旅行或移居
中級	tremble	[動詞] 發抖;震顫; [名詞] 震顫,發抖
中級	tremendous	[形容詞] 巨大的;極度的,驚人的
中高級	tremor	[名詞] 震顫;顫抖
中高級	trench	[動詞] 挖溝;挖戰壕; [名詞] 溝;溝渠;戰壕
中級	trend	[名詞] 趨勢,傾向;時尚
中高級	trespass	[動詞] 擅自進入;侵入; [名詞] 擅自進入;非法侵入
初級	trial	[名詞] 審判
初級	triangle	[名詞] 三角形
中高級	tribal	[形容詞] 部落的;種族的
中級	tribe	[名詞] 部落;種族
中高級	tribunal	[名詞] 法庭;法官席;裁決;公斷
中高級	tribute	[名詞] 進貢;敬意;尊崇
初級	trick	[動詞] 欺騙; [名詞] 詭計;戲法;惡作劇
中級	tricky	[形容詞] 狡猾的;機警的
中高級	trifle	[動詞] 戲弄;輕視; [名詞] 瑣事;小玩意;乳脂鬆糕
中高級	trigger	[動詞] 扣扳機開(槍);發射;觸發; [名詞] (槍砲的)扳機;觸發器
中高級	trillion	[名詞] 兆
中高級	trim	[形容詞] 整齊的;苗條的; [動詞] 修剪;修整;整理;削減; [名詞] 修剪;修整;鑲邊飾
中高級	trio	[名詞] 三個(或三人)一組
初級	trip	[名詞] 旅行
中高級	triple	[形容詞] 三倍的;三重的; [動詞] 使成三倍;三倍於
中級	triumph	[動詞] 獲得勝利; [名詞] 勝利
中高級	triumphant	[形容詞] 勝利的;得意洋洋的
中高級	trivial	[形容詞] 瑣細的;平凡的
中高級	trolley	[名詞] 有軌(或無軌)電車;手推車
中級	troop	[動詞] 群集,集合; [名詞] 軍隊,部隊
中高級	trophy	[名詞] 戰利品;獎品
中高級	tropic	[形容詞] 熱帶的; [名詞] 回歸線;熱帶
中級	tropical	[形容詞] 熱帶的
中高級	trot	[動詞] (馬等)小跑;(人)慢跑; [名詞] (馬等的)小跑;(人的)慢跑
初級	trouble	[動詞] 麻煩;煩惱;費心; [名詞] 麻煩
中高級	troubled	[形容詞] 為難的;不安的
中級	troublesome	[形容詞] 麻煩的,棘手的
初級	trousers	[名詞] 長褲
中高級	trout	[名詞] 鱒魚;鮭鱒魚
中高級	truant	[形容詞] 逃學的;玩忽職守的; [動詞] 逃學;逃避責任;偷懶; [名詞] 逃學者;玩忽職守者
中高級	truce	[名詞] 停戰;休戰協定
初級	truck	[名詞] 卡車
初級	true	[形容詞] 真實的;正確的
中高級	truly	[副詞] 真實地;忠實地
初級	trumpet	[名詞] 小喇叭
中級	trunk	[名詞] 樹幹;大血管
初級	trust	[動詞] 信任; [名詞] 信任,信賴;託管,信託
中高級	trustee	[名詞] 受託管理人;理事會理事
初級	truth	[名詞] 事實;真相
中級	truthful	[形容詞] 誠實的
初級	try	[動詞] 試做; [名詞] 嘗試;努力
初級	T-shirt	[名詞] 短袖圓領運動衫
初級	tub	[名詞] 浴缸
中級	tube	[名詞] 管子
中高級	tuberculosis	[名詞] 結核病
中高級	tuck	[動詞] 把...塞進;使有褶襉; [名詞] (衣服等的)褶襉;打褶
初級	Tuesday	[名詞] 星期二
中級	tug	[動詞] 用力拉; [名詞] 牽引,拖曳
中高級	tug-of-war	[名詞] 拔河
中高級	tuition	[名詞] 學費
中級	tulip	[名詞] 鬱金香
中級	tumble	[動詞] 跌倒;滾下; [名詞] 跌跤;墜落
初級	tummy	[名詞] 肚子
中高級	tumor	[名詞] 腫瘤;腫塊
中高級	tuna	[名詞] 鮪魚
中級	tune	[動詞] 為...調音; [名詞] 曲調;歌曲
初級	tunnel	[名詞] 隧道
中高級	turbine	[名詞] 渦輪(機);葉輪(機)
中高級	turbulent	[形容詞] 騷動的;動蕩的;洶湧的
初級	turkey	[名詞] 火雞
中高級	turmoil	[名詞] 騷動;混亂
初級	turn	[動詞] 轉; [名詞] 輪到
中高級	turnover	[名詞] 翻轉;半圓形派;營業額;易手
初級	turtle	[名詞] 烏龜
中級	tutor	[動詞] 當家庭教師; [名詞] 家庭教師
初級	TV	[縮寫] 電視
初級	twelve	[形容詞] 十二的; [名詞] 十二
初級	twenty	[形容詞] 二十的; [名詞] 二十
初級	twice	[副詞] 兩次
中高級	twig	[動詞] 理解;懂得; [名詞] 細枝;嫩枝
中高級	twilight	[名詞] 微明;薄暮;暮年;朦朧狀態
中級	twin	[形容詞] 孿生的; [動詞] 生雙胞胎;成對;偶合; [名詞] 孿生兒
中級	twinkle	[動詞] (星等)閃爍;閃耀; [名詞] 閃爍,閃耀
中級	twist	[動詞] 扭轉;扭彎; [名詞] 扭傷;曲解
初級	two	[形容詞] 二的; [名詞] 二
初級	type	[動詞] 打字; [名詞] 類型
中級	typewriter	[名詞] 打字機
初級	typhoon	[名詞] 颱風
中級	typical	[形容詞] 典型的,有代表性的
中高級	typically	[副詞] 代表性地;典型地
中級	typist	[名詞] 打字員
中高級	tyranny	[名詞] 暴政;專制;暴虐
中高級	tyrant	[名詞] 暴君;專橫的人
初級	ugly	[形容詞] 醜的
中高級	ulcer	[名詞] 潰瘍
中高級	ultimate	[形容詞] 最後的;最終的; [名詞] 最終的事物;終極
中高級	ultimately	[副詞] 最後;終極地
中高級	ultraviolet	[形容詞] 紫外線的
初級	umbrella	[名詞] 雨傘
中高級	umpire	[動詞] 仲裁;當裁判; [名詞] 仲裁人;(棒球等的)裁判員
中級	unable	[形容詞] 不能的,不會的
中高級	unacceptable	[形容詞] 不能接受的;不受歡迎的
中高級	unanimous	[形容詞] 全體一致的
中級	unaware	[形容詞] 未察覺到的
中高級	unbeaten	[形容詞] 未被擊敗的;(紀錄等)未破的
中級	unbelievable	[形容詞] 令人難以置信的
中高級	uncertain	[形容詞] 不明確的;不確定的
中高級	uncertainty	[名詞] 不確定;難以預料的事物
中高級	unchanged	[形容詞] 未改變的;無變化的
初級	uncle	[名詞] 叔叔
中高級	unclear	[形容詞] 不清楚的;不明白的
中高級	uncomfortable	[形容詞] 不舒服的;不自在的
中高級	unconditional	[形容詞] 無條件的;絕對的
中級	unconscious	[形容詞] 不省人事的,失去知覺的
中高級	uncover	[動詞] 揭開...的蓋子;揭露
初級	under	[副詞] 在下面,在下方;從屬地; [介系詞] 在…下面
中高級	underestimate	[動詞] 低估
中高級	undergo	[動詞] 經歷;接受(治療、檢查等)
中高級	undergraduate	[名詞] 大學生;大學肄業生
中級	underground	[形容詞] 地下的;不公開的; [副詞] 在地下; [名詞] 地面下層;地下組織
中高級	underlie	[動詞] 位於...的下面
初級	underline	[動詞] 劃線於...之下;強調
中高級	underlying	[形容詞] 在下面的;基本的
中高級	undermine	[動詞] 侵蝕...的基礎;暗中破壞
中高級	underneath	[形容詞] 下面的;底層的; [副詞] 在下面;在底下; [介系詞] 在...下面; [名詞] 下面;底部
初級	underpass	[名詞] 地下通道
初級	understand	[動詞] 了解
中高級	understandable	[形容詞] 可理解的;能懂的
中級	understanding	[形容詞] 了解的;能諒解的,寬容的; [名詞] 了解;理解;領會;理解力;諒解
中級	undertake	[動詞] 著手做;進行
中級	underwater	[形容詞] 水中的;水面下的; [副詞] 在水下;在水中
中高級	underway	[形容詞] 在進行中的
初級	underwear	[名詞] 內衣
中級	underweight	[形容詞] 重量不足的; [名詞] 重量不足
中高級	underwrite	[動詞] (在...之下)簽署;給...保險
中高級	undo	[動詞] 解開;脫去(衣服等);取消
中高級	undoubted	[形容詞] 無容置疑的;肯定的
中高級	undoubtedly	[副詞] 毫無疑問地;肯定地
中高級	uneasy	[形容詞] 心神不安的;擔心的
中高級	unemployed	[形容詞] 失業的; [名詞] 無工作的人
中高級	unemployment	[名詞] 失業;失業狀態
中級	unexpected	[形容詞] 想不到的;意外的
中高級	unfair	[形容詞] 不公平的;不公正的
中高級	unfit	[形容詞] 不合適的;不勝任的;不強健的
中高級	unfold	[動詞] 展開;呈現
中級	unfortunate	[形容詞] 不幸的,倒霉的
中級	unfortunately	[副詞] 不幸地
中級	unfriendly	[形容詞] 不友好的,有敵意的
初級	unhappy	[形容詞] 不快樂的
中高級	unidentified	[形容詞] 未辨別出的;身分不明的
中高級	unification	[名詞] 統一;一致;聯合
初級	uniform	[形容詞] 相同的,一致的;不變的; [名詞] 制服
中高級	unify	[動詞] 統一;聯合;使一致
中級	union	[名詞] 工會;結合
初級	unique	[形容詞] 獨特的
初級	unit	[名詞] 單位;單元;組件
中級	unite	[動詞] 統一;使團結
中級	united	[形容詞] 聯合的
中級	unity	[名詞] 整體;一貫性
中級	universal	[形容詞] 宇宙的;通用的; [名詞] 普通性;普遍現象
初級	universe	[名詞] 宇宙
初級	university	[名詞] 大學
中級	unknown	[形容詞] 未知的;陌生的; [名詞] 默默無聞的人;未知的事物
中高級	unleash	[動詞] 解開皮帶;解除束縛;宣洩
中級	unless	[連接詞] 如果不,除非
中級	unlike	[形容詞] 不同的;不相似的; [介系詞] 不像,和...不同
中級	unlikely	[形容詞] 不太可能的
中高級	unload	[動詞] 卸貨;卸客;去掉;拋售
中高級	unlock	[動詞] 開鎖;開啟
中高級	unnecessary	[形容詞] 不需要的;多餘的
中高級	unofficial	[形容詞] 非正式的;非官方的
中高級	unpack	[動詞] 打開包裹(或行李等)
